"MSZoning","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","Heating","HeatingQC","CentralAir","Electrical","KitchenQual","Functional","FireplaceQu","GarageType","GarageFinish","GarageQual","GarageCond","PavedDrive","PoolQC","Fence","MiscFeature","SaleType","SaleCondition","MSSubClass","LotFrontage","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","MasVnrArea","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageYrBlt","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold"
"RL","Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","Av","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y","Fa","GdWo","Shed","WD","Normal",20,70,8400,7,5,2004,2005,109,712,0,761,1473,1484,0,0,1484,1,0,2,0,3,1,7,0,2004,2,606,0,35,0,144,0,0,0,5,2010
"RM","Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","2fmCon","2Story","Hip","CompShg","VinylSd","Wd Shng","None","Fa","Fa","Slab","TA","TA","No","Unf","Unf","GasA","Fa","N","SBrkr","Fa","Mod","Gd","Attchd","Unf","TA","TA","N","Fa","MnPrv","Othr","WD","Normal",190,70,5600,4,5,1930,1950,0,0,0,0,0,372,720,0,1092,0,0,2,0,3,2,7,0,1955,0,0,0,0,0,0,0,0,3500,7,2010
"RL","Pave","Grvl","IR2","Low","AllPub","CulDSac","Sev","ClearCr","Norm","Norm","1Fam","1Story","Gable","CompShg","Plywood","Plywood","Stone","TA","TA","CBlock","Gd","TA","Gd","GLQ","Unf","GasA","TA","Y","SBrkr","Gd","Typ","TA","Attchd","Unf","TA","TA","Y","Ex","GdPrv","Shed","WD","Normal",20,88,115149,7,5,1971,2002,351,1219,0,424,1643,1824,0,0,1824,1,0,2,0,2,1,5,2,1971,2,739,380,48,0,0,0,0,0,6,2007
"RL","Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story","Hip","CompShg","MetalSd","MetalSd","BrkFace","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","Ex","MnPrv","Shed","WD","Normal",120,48,6240,8,5,2006,2006,176,863,0,461,1324,1324,0,0,1324,1,0,2,0,2,1,6,1,2006,2,550,192,38,0,0,0,0,0,12,2009
"RL","Pave","Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","Hip","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","Av","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","Ex","MnPrv","Shed","New","Partial",60,65,9018,7,5,2007,2007,0,0,0,728,728,728,728,0,1456,0,0,2,1,3,1,8,1,2007,2,400,100,24,0,0,0,0,0,7,2007
"RL","Pave","Grvl","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","HdBoard","BrkCmn","TA","TA","PConc","TA","TA","No","Unf","Unf","GasA","TA","Y","SBrkr","TA","Typ","TA","Attchd","Unf","TA","TA","Y","Ex","MnPrv","Shed","WD","Abnorml",20,60,7162,5,7,1966,1966,41,0,0,876,876,904,0,0,904,0,0,1,0,3,1,6,0,1966,1,408,0,0,0,0,0,0,0,12,2008
"RL","Pave","Pave","IR1","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","CBlock","TA","TA","No","Unf","Unf","GasA","Gd","Y","SBrkr","TA","Maj2","Gd","Attchd","Unf","TA","TA","N","Gd","MnPrv","Shed","WD","Normal",30,56,4130,3,6,1935,2003,0,0,0,270,270,729,0,0,729,0,0,1,0,2,1,5,0,1940,0,0,0,0,0,0,0,0,0,7,2008
"C (all)","Pave","Pave","Reg","HLS","AllPub","Inside","Mod","IDOTRR","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","MetalSd","MetalSd","None","TA","TA","Stone","TA","TA","Mn","Unf","Unf","GasA","Gd","Y","SBrkr","TA","Typ","TA","Detchd","RFn","TA","TA","N","Gd","MnPrv","Shed","WD","Abnorml",50,66,8712,4,7,1900,1950,0,0,0,859,859,859,319,0,1178,0,0,1,0,2,1,7,0,1964,1,384,68,0,98,0,0,0,0,1,2010
"RL","Pave","Grvl","IR1","HLS","AllPub","Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story","Gable","CompShg","HdBoard","HdBoard","None","Gd","TA","PConc","Gd","TA","Mn","GLQ","Unf","GasA","Gd","Y","SBrkr","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","Gd","GdWo","Shed","WD","Normal",120,40,4671,8,5,1988,1989,0,767,0,461,1228,1228,0,0,1228,1,0,2,0,2,1,5,1,1988,2,472,168,120,0,0,0,0,0,10,2008
"RL","Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","RRAn","Norm","2fmCon","1Story","Gable","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","TA","TA","Av","ALQ","Unf","GasW","TA","N","SBrkr","TA","Typ","TA","Detchd","Unf","TA","TA","Y","Gd","MnPrv","Shed","WD","Normal",190,60,9873,4,5,1970,1970,160,789,0,171,960,960,0,0,960,1,0,1,0,3,1,6,0,1970,2,576,0,288,0,0,0,0,0,5,2006
"RL","Pave","Pave","IR1","Lvl","AllPub","CulDSac","Gtl","Sawyer","RRAe","Norm","1Fam","2Story","Gable","CompShg","HdBoard","Plywood","BrkFace","Gd","TA","CBlock","TA","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","Ex","GdPrv","Shed","WD","Normal",60,44,13517,6,8,1976,2005,289,533,0,192,725,725,754,0,1479,0,0,2,1,3,1,6,0,1976,2,475,0,44,0,0,0,0,0,3,2010
"RL","Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story","Hip","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","Gd","TA","No","Unf","Unf","GasA","TA","Y","SBrkr","TA","Typ","TA","Attchd","RFn","TA","TA","Y","Gd","MnPrv","Shed","WD","Normal",20,78,10140,6,5,1974,1974,174,0,0,1064,1064,1350,0,0,1350,0,0,2,0,3,1,7,1,1974,2,478,0,0,0,0,0,0,0,8,2009
"RM","Pave","Grvl","Reg","Bnk","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story","Gable","CompShg","Wd Sdng","VinylSd","None","TA","Gd","BrkTil","TA","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","TA","Typ","Gd","Detchd","Unf","TA","TA","P","Ex","GdWo","Shed","WD","Normal",70,60,10800,7,8,1890,1998,0,0,0,718,718,1576,978,0,2554,0,0,1,1,3,1,8,0,1996,2,704,0,48,143,0,0,0,0,7,2007
"RL","Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","HdBoard","None","TA","TA","CBlock","Gd","TA","No","BLQ","Unf","GasA","Gd","Y","SBrkr","Gd","Typ","Fa","Attchd","Unf","TA","TA","Y","Gd","MnPrv","Shed","WD","Normal",20,80,10000,5,6,1973,2000,0,1084,0,92,1176,1178,0,0,1178,0,1,1,1,3,1,5,1,1973,2,439,224,0,0,0,0,0,0,11,2008
"RL","Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story","Hip","CompShg","Wd Sdng","ImStucc","BrkFace","Gd","TA","PConc","Gd","TA","Gd","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","Ex","MnPrv","Shed","WD","Normal",60,96,10542,7,5,1993,1994,651,1173,0,138,1311,1325,1093,0,2418,1,0,2,1,3,1,9,1,1993,3,983,250,154,216,0,0,0,0,8,2008
"RL","Pave","Grvl","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","Plywood","None","TA","TA","CBlock","Gd","TA","Gd","ALQ","Unf","GasA","TA","Y","SBrkr","TA","Typ","Po","Attchd","Unf","TA","TA","Y","Fa","MnPrv","Shed","WD","Normal",20,69,9920,5,6,1969,1969,0,523,0,448,971,971,0,0,971,0,0,1,1,3,1,5,1,1969,1,300,0,0,0,0,0,0,0,5,2006
"RL","Pave","Grvl","IR1","Low","AllPub","CulDSac","Mod","StoneBr","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","HdBoard","None","Gd","TA","PConc","Gd","TA","Gd","GLQ","Unf","GasA","TA","Y","SBrkr","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","Gd","MnPrv","Shed","WD","Normal",120,53,6563,8,5,1985,1985,0,1148,0,594,1742,1742,0,0,1742,1,0,2,0,2,1,5,1,1985,2,564,114,28,234,0,0,0,0,12,2006
"RM","Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","TwnhsE","1Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","Av","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y","Gd","MnPrv","Shed","WD","Normal",120,35,4426,6,5,2004,2004,169,662,0,186,848,848,0,0,848,1,0,1,0,1,1,3,0,2004,2,420,160,0,0,0,0,0,0,5,2010
"RL","Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","MetalSd","MetalSd","None","TA","Gd","CBlock","TA","TA","No","ALQ","Unf","GasA","Ex","Y","SBrkr","TA","Typ","TA","Detchd","Unf","TA","TA","Y","Fa","MnPrv","Shed","WD","Normal",20,70,8120,4,7,1970,1970,0,191,0,673,864,864,0,0,864,0,0,1,0,3,1,5,0,1994,2,463,0,0,0,0,0,0,0,7,2009
"RL","Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","MetalSd","MetalSd","None","TA","TA","PConc","TA","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","TA","Typ","Gd","Detchd","Unf","TA","TA","Y","Gd","MnPrv","Shed","WD","Normal",50,60,8172,4,6,1954,1972,0,0,0,941,941,997,473,0,1470,0,0,2,0,4,1,7,0,1958,1,548,0,0,0,0,156,0,0,5,2008
"RL","Pave","Pave","IR1","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story","Hip","CompShg","CemntBd","CmentBd","Stone","Ex","TA","PConc","Ex","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Ex","Typ","Gd","Attchd","Fin","TA","TA","Y","Gd","MnPrv","Shed","WD","Normal",20,86,13286,9,5,2007,2008,340,1234,0,464,1698,1698,0,0,1698,1,0,2,0,3,1,8,1,2007,3,768,327,64,0,0,0,0,0,2,2009
"RL","Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","Plywood","None","TA","TA","CBlock","TA","TA","No","ALQ","BLQ","GasA","TA","Y","SBrkr","Gd","Typ","Gd","Detchd","Unf","TA","TA","Y","Ex","GdPrv","Shed","WD","Normal",20,60,6960,4,6,1970,1970,0,375,239,250,864,864,0,0,864,0,0,1,0,3,1,5,0,1989,2,660,96,0,0,0,0,0,500,11,2009
"RL","Pave","Grvl","IR1","Lvl","AllPub","Corner","Gtl","Crawfor","Norm","Norm","1Fam","1Story","Hip","CompShg","Wd Sdng","Plywood","BrkFace","Gd","Gd","CBlock","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","Ex","MnPrv","Shed","WD","Normal",20,48,21695,6,9,1988,2007,260,808,0,72,880,1680,0,0,1680,1,0,2,0,3,1,5,1,1988,2,540,292,44,0,182,0,0,0,12,2009
"RL","Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","Stone","Gd","TA","PConc","Gd","TA","Av","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y","Ex","GdPrv","Shed","WD","Normal",20,64,7314,7,5,2007,2007,82,724,0,508,1232,1232,0,0,1232,1,0,2,0,2,1,6,0,2007,2,632,132,0,0,0,0,0,0,2,2009
"RL","Pave","Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","Duplex","1Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","TA","TA","CBlock","TA","TA","No","Unf","Unf","GasA","TA","Y","SBrkr","TA","Typ","Gd","Detchd","Unf","TA","TA","Y","Fa","MnPrv","Shed","COD","Abnorml",90,85,11475,5,5,1958,1958,95,0,0,1584,1584,1776,0,0,1776,1,0,2,0,4,2,9,0,1968,3,888,0,25,0,0,0,0,0,7,2009
"RM","Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","MetalSd","MetalSd","None","TA","TA","CBlock","TA","TA","No","BLQ","Unf","GasA","TA","Y","FuseA","TA","Typ","Gd","Detchd","Unf","TA","TA","Y","Gd","MnPrv","Shed","WD","Normal",30,52,6240,4,5,1925,1950,0,152,0,628,780,848,0,360,1208,0,0,1,0,2,1,5,0,1962,2,539,0,23,112,0,0,0,0,1,2009
"RL","Pave","Grvl","IR1","Lvl","AllPub","Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story","Gable","CompShg","CemntBd","CmentBd","None","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","Gd","MnPrv","Shed","WD","Normal",120,39,5389,8,5,1995,1996,0,1180,0,415,1595,1616,0,0,1616,1,0,2,0,2,1,5,1,1995,2,608,237,152,0,0,0,0,0,3,2010
"RL","Pave","Pave","IR1","Lvl","AllPub","Corner","Gtl","Timber","Norm","Norm","1Fam","SLvl","Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Ex","TA","Av","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","Fa","GdWo","Shed","WD","Normal",80,73,9590,7,5,2003,2003,442,786,0,82,868,1146,0,0,1146,1,0,2,0,3,1,6,1,2003,2,438,160,22,0,0,0,0,0,5,2007
"RL","Pave","Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","Av","ALQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","TA","Attchd","Fin","TA","TA","Y","Gd","GdPrv","Shed","WD","Normal",60,75,11404,7,5,1998,1999,202,252,0,901,1153,1153,878,0,2031,0,0,2,1,3,1,8,1,1998,2,541,192,84,0,0,0,0,0,7,2008
"RL","Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","Sawyer","Feedr","Norm","1Fam","1Story","Hip","CompShg","HdBoard","HdBoard","None","TA","TA","CBlock","TA","TA","No","BLQ","Unf","GasA","Ex","Y","SBrkr","TA","Typ","TA","Attchd","RFn","TA","TA","Y","Ex","GdWo","Shed","WD","Normal",20,80,10000,5,6,1961,1983,0,594,0,270,864,1144,0,0,1144,1,0,1,0,3,1,6,1,1961,1,264,165,0,0,0,0,0,400,3,2009
"RL","Pave","Grvl","IR1","Lvl","AllPub","Corner","Gtl","Sawyer","Norm","Norm","1Fam","1Story","Gable","CompShg","Plywood","Plywood","None","TA","TA","PConc","TA","TA","No","Unf","Unf","GasA","TA","Y","SBrkr","TA","Typ","Gd","Attchd","Unf","TA","TA","Y","Gd","MnPrv","Shed","WD","Family",20,63,8978,5,5,1968,1968,0,0,0,948,948,948,0,0,948,0,0,1,0,3,1,6,0,1968,1,300,147,0,0,0,0,0,0,5,2007
"RM","Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2.5Unf","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","BrkTil","Gd","TA","Mn","Rec","Unf","GasW","Fa","N","SBrkr","TA","Typ","TA","Detchd","Unf","TA","TA","N","Fa","MnPrv","Shed","WD","Normal",75,60,10800,7,7,1914,1970,0,390,0,490,880,880,888,0,1768,0,0,1,1,2,1,6,2,1914,2,320,0,341,0,0,0,0,0,10,2006
"RL","Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","Duplex","1Story","Gable","CompShg","Stucco","Stone","None","TA","TA","CBlock","Gd","TA","No","ALQ","Unf","GasA","Gd","N","FuseF","TA","Typ","TA","Detchd","Unf","TA","TA","Y","Fa","GdWo","Shed","WD","Normal",90,60,8544,3,4,1950,1950,0,0,0,0,0,1040,0,0,1040,0,0,2,0,2,2,6,0,1949,2,400,0,0,0,0,0,0,0,7,2006
"RL","Pave","Pave","IR1","HLS","AllPub","CulDSac","Gtl","Gilbert","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","Gd","GdWo","Gar2","WD","Normal",60,72,10463,8,5,2005,2005,0,0,0,893,893,901,900,0,1801,0,0,2,1,3,1,8,1,2005,3,800,0,116,0,0,0,0,0,6,2006
"RL","Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","Duplex","1Story","Gable","CompShg","Plywood","Plywood","None","TA","TA","CBlock","Gd","Gd","Gd","GLQ","Unf","GasA","TA","Y","SBrkr","TA","Typ","TA","Attchd","Unf","TA","TA","Y","Gd","MnPrv","Shed","WD","Alloca",90,60,10800,5,5,1987,1988,0,1200,0,0,1200,1200,0,0,1200,3,0,3,0,3,1,5,0,1963,0,0,120,0,0,0,0,0,0,3,2009
"RL","Pave","Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y","Gd","MnPrv","Shed","WD","Normal",60,65,9313,7,5,2004,2004,0,0,0,864,864,864,864,0,1728,0,0,2,1,3,1,7,0,2004,2,572,187,56,0,0,0,0,0,4,2009
"RM","Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story","Gable","CompShg","Wd Sdng","Wd Shng","None","TA","Gd","BrkTil","Fa","Fa","No","Unf","Unf","GasA","Ex","Y","SBrkr","TA","Typ","Gd","Detchd","Unf","TA","Gd","Y","Gd","GdPrv","Shed","WD","Abnorml",70,60,9600,5,7,1910,2002,0,0,0,264,264,768,664,0,1432,0,0,2,0,2,1,7,0,1910,2,360,270,0,112,0,0,0,0,5,2007
"RL","Pave","Grvl","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Norm","1Fam","1Story","Hip","CompShg","HdBoard","HdBoard","None","TA","Gd","CBlock","TA","TA","Mn","GLQ","Unf","GasA","Gd","Y","SBrkr","Gd","Typ","TA","Detchd","Unf","TA","TA","Y","Gd","GdPrv","Shed","WD","Normal",20,65,6768,6,8,1961,1996,0,832,0,80,912,912,0,0,912,1,1,1,0,3,1,5,0,1962,1,288,168,0,0,0,0,0,0,5,2008
"RL","Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","TA","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","TA","Typ","TA","Attchd","Unf","TA","TA","Y","Gd","GdPrv","Shed","WD","Normal",20,65,8450,7,5,2000,2001,108,0,0,1349,1349,1349,0,0,1349,0,0,2,0,3,1,6,0,2000,2,539,120,55,0,0,0,0,0,12,2007
"RL","Pave","Grvl","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","SLvl","Gable","CompShg","HdBoard","HdBoard","None","TA","TA","CBlock","Gd","TA","Av","ALQ","Unf","GasA","Ex","Y","SBrkr","TA","Min2","TA","Attchd","RFn","TA","TA","Y","Fa","GdWo","Shed","WD","Normal",80,70,12886,5,6,1963,1999,0,444,0,76,520,1464,0,0,1464,0,1,2,0,3,1,6,1,1997,2,480,302,0,0,0,100,0,0,10,2009
"RL","Pave","Pave","IR1","HLS","AllPub","Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story","Gable","CompShg","HdBoard","HdBoard","None","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Gd","Y","SBrkr","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","Ex","GdWo","Shed","WD","Normal",120,41,5395,8,5,1993,1993,0,733,0,604,1337,1337,0,0,1337,1,0,2,0,2,1,5,1,1993,2,462,96,0,70,168,0,0,0,10,2008
"RL","Pave","Pave","IR1","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story","Hip","CompShg","VinylSd","VinylSd","BrkFace","Ex","Gd","CBlock","TA","Gd","No","GLQ","ALQ","GasA","Ex","Y","SBrkr","Gd","Typ","TA","BuiltIn","Fin","TA","TA","Y","Gd","MnPrv","Shed","WD","Normal",60,65,8963,8,9,1976,1996,289,575,80,487,1142,1175,1540,0,2715,0,1,3,1,4,1,11,2,1994,2,831,0,204,0,0,0,0,0,7,2008
"RL","Pave","Grvl","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","TA","BuiltIn","Fin","TA","TA","Y","Ex","GdWo","Othr","WD","Normal",60,80,8795,7,5,2000,2000,0,300,0,652,952,980,1276,0,2256,0,0,2,1,4,1,8,1,2000,2,554,224,54,0,0,0,0,0,4,2009
"RM","Pave","Pave","IR1","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story","Mansard","CompShg","Stucco","Stucco","None","Gd","TA","Stone","TA","Fa","No","Unf","Unf","GasW","TA","N","SBrkr","Gd","Typ","Gd","Detchd","Unf","TA","TA","N","Ex","GdPrv","Shed","WD","Normal",70,65,11700,7,7,1880,2003,0,0,0,1240,1240,1320,1320,0,2640,0,0,1,1,4,1,8,1,1950,4,864,181,0,386,0,0,0,0,5,2009
"RL","Pave","Grvl","IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","1Story","Hip","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","TA","Attchd","Fin","TA","TA","Y","Ex","GdWo","Shed","WD","Normal",20,59,10593,7,5,1996,1996,338,919,0,801,1720,1720,0,0,1720,1,0,2,0,3,1,7,1,1996,2,527,240,56,154,0,0,0,0,3,2010
"RL","Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","WdShing","Wd Shng","None","TA","TA","Slab","Gd","TA","No","Unf","Unf","Wall","TA","N","FuseF","TA","Mod","Gd","Detchd","Unf","TA","TA","N","Ex","MnPrv","Shed","WD","Normal",50,50,8405,4,3,1945,1950,0,0,0,0,0,1088,441,0,1529,0,0,2,0,4,1,9,0,1945,1,240,92,0,185,0,0,0,0,4,2009
"RM","Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","BrkTil","TA","Fa","No","Unf","Unf","GasA","Gd","Y","SBrkr","TA","Min2","Gd","Detchd","Unf","TA","TA","N","Ex","MnPrv","Shed","WD","Normal",50,55,8800,4,7,1910,2004,0,0,0,576,576,792,348,0,1140,0,0,1,0,3,1,7,0,1917,0,0,0,160,0,0,0,0,0,6,2010
"RL","Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Gilbert","RRAn","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","Ex","GdWo","Shed","WD","Normal",60,90,7750,7,5,2003,2003,0,0,0,660,660,660,660,0,1320,0,0,2,1,3,1,6,0,2003,2,400,0,48,0,0,0,0,0,8,2007
"RL","Pave","Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","None","TA","Gd","PConc","Gd","TA","Gd","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","Ex","GdWo","Shed","WD","Normal",20,79,9236,6,5,1997,1997,0,1200,0,279,1479,1494,0,0,1494,1,0,2,0,3,1,6,0,1997,2,576,168,27,0,0,0,0,0,7,2006
"RL","Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","Mn","Unf","Unf","GasA","Gd","Y","SBrkr","Ex","Typ","Gd","Attchd","RFn","TA","TA","Y","Gd","GdWo","Shed","WD","Normal",60,80,10240,8,5,2005,2005,178,0,0,1030,1030,1038,1060,0,2098,0,0,2,1,3,1,8,1,2005,3,878,192,52,0,0,0,0,0,3,2006
"RL","Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","Plywood","Plywood","None","TA","TA","CBlock","TA","TA","No","GLQ","LwQ","GasA","Gd","Y","SBrkr","Gd","Typ","TA","Detchd","RFn","TA","TA","Y","Ex","MnPrv","Shed","WD","Normal",20,61,7930,6,8,1969,2005,0,439,472,115,1026,1026,0,0,1026,1,0,1,0,3,1,5,0,1969,2,440,171,48,0,0,0,0,0,7,2009
"FV","Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story","Gable","CompShg","MetalSd","MetalSd","BrkFace","TA","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Gd","Y","SBrkr","TA","Typ","TA","Detchd","Unf","TA","TA","Y","Ex","MnPrv","Shed","WD","Normal",160,34,3230,6,5,1999,1999,894,381,0,348,729,742,729,0,1471,0,0,2,1,3,1,6,0,1999,2,440,0,24,0,0,0,0,0,3,2009
